ID;Kisten_Nr_KA;Kategorie;Snr;Schicht;Feld;x1;x2;y1;y2;Vq;entsorgt_annuliert;Fehlt;Fknr_FuL;Laufnr;Ausgewertet_AUSW_B;Kategorie_St_AUSW_B;Fragment_St_AUSW_B;Art_Fragment_St_AUSW_B;Gewicht_St_AUSW_B;Groesste_Laenge_St_AUSW_B;Groesste_Dicke_St_AUSW_B;Groesste_Breite_St_AUSW_B;Breite_1Viertel_St_AUSW_B;Breite_2Viertel_St_AUSW_B;Breite_3Viertel_St_AUSW_B;Dicke_1Viertel_St_AUSW_B;Dicke_2Viertel_St_AUSW_B;Dicke_3Viertel_St_AUSW_B;Laengssymmetrie_St_AUSW_B;Schneidensymmetrie_St_AUSW_B;BreitseitenBearbeit_Nackenflaeche_St_AUSW_B;NackenBearbeit_St_AUSW_B;SchmalseitenBearbeit_St_AUSW_B;Woelbung_Schmalseite_St_AUSW_B;Woelbung_Breitseite_St_AUSW_B;Nackenflaeche_St_AUSW_B;Gestein_St_AUSW_B;Anzahl_Saegeschnitt_St_AUSW_B;Tiefe_Saegeschnitt_St_AUSW_B;Vorpickung_B_St_AUSW_B;Hirschfassung_St_AUSW_B;Brand_St_AUSW_B;Bemerkung_St_AUSW_B;Gruppe_St_AUSW_B;Laenge_Gewicht_Index_St_AUSW_B;Breiten_Dicken_Index;Tangens_Nackenwinkel_St_AUSW_B;Mass_Schneidewinkel;Tangens_Breitseiten_Nackenwinkel_St_AUSW_B;Position_Saegeschnitt_St_AUSW_B;Saegeflaechenbreite_St_AUSW_B;Tipp_Gruppe_ST_AUSW_B;Schaeftungsspur_St_AUSW_B
5413;15845;Beil;21;14;63;490;0;161;0;a;FALSCH;FALSCH;3166;1;j;a;-;0;69;68.0;16.5;14.5;29.5;32.5;34.0;14.0;16.0;15.0;1;1;e;e;e;1;1;a;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3e/3j;-
5447;15845;Beil;21;14;63;492;0;161;0;b;FALSCH;FALSCH;3171;2;j;a;-;0;169;62.0;23.0;46.0;39.0;43.0;45.5;22.0;23.0;20.0;1;1;e;-;e;1;1;-;a;0;-;-;-;-;Nacken ausgebrochen;-;0;0;0;0;0;-;0;3b;-
5452;15845;Abschlag;21;14;63;495;0;161;0;b;FALSCH;FALSCH;3172;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5453;15845;Abschlag;21;14;63;495;0;161;0;b;FALSCH;FALSCH;3172;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5475;15845;;23;0.13;63;492;0;161;0;a;FALSCH;FALSCH;3181;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5576;15845;Beil;604;13;63;494;0;161;0;a;FALSCH;FALSCH;3184;1;j;a;j;3;299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;Pickung für Klemmschäftung?;-;0;0;0;0;0;-;0;3a;-
5590;15845;Sägeschnitt;604;13;63;490;0;161;0;b;FALSCH;FALSCH;3189;1;j;c;-;0;87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;2;"1=9;2=-";-;-;-;Quader, beide SS Sägeschnitte, Pickspuren;-;0;0;0;0;0;s;0;-;-
5630;15845;Beil;604;13;63;490;0;161;0;d;FALSCH;FALSCH;3190;1;j;a;j;1;52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;b;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3e;-
5631;15845;;604;13;63;490;0;161;0;d;FALSCH;FALSCH;3190;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5603;15845;Beil;604;13;63;491;0;161;0;a;FALSCH;FALSCH;3191;1;j;a;j;1;45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;d;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3j;-
5604;15845;Schleifstein;604;13;63;491;0;161;0;a;FALSCH;FALSCH;3191;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5606;15845;Abschlag;604;13;63;488;0;161;0;b;FALSCH;FALSCH;3198;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5195;15845;Beil;62;13;52;496;0;147;0;a;FALSCH;FALSCH;3222;1;j;a;-;0;73;67.0;17.0;39.0;32.0;36.5;38.0;12.0;16.0;14.5;1;1;e;e;e;1;1;a;b;0;-;-;-;-;BSBN sekundär überpickt, Klemmschäftung;-;0;0;0;0;0;-;0;-;-
5390;15845;Netzsenker;208;<12;52;496;0;147;0;a;FALSCH;FALSCH;3238;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5391;15845;Netzsenker;208;<12;52;496;0;148;0;c;FALSCH;FALSCH;3240;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5480;15845;Beil;73;13;53;497;0;146;0;-;FALSCH;FALSCH;3248;3;j;a;-;0;134;94.0;21.0;42.0;34.0;39.0;42.0;16.0;20.0;18.5;1;0;e;e;e;1;1;a;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3d;-
5481;15845;Beil;73;13;53;497;0;146;0;-;FALSCH;FALSCH;3248;4;j;a;-;0;18;39.0;10.0;27.0;20.0;22.0;24.0;9.0;9.5;9.0;2;1;e;b;e;1;1;a;g;0;-;-;-;-;starker Rückschliff;-;0;0;0;0;0;-;0;-;-
5490;15845;Sägeschnitt;58;13;53;497;0;143;0;-;FALSCH;FALSCH;3249;2;j;d;j;6;155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;d;1;1=9;-;-;-;passt zu Fknr 3255.6;-;0;0;0;0;0;-;0;-;-
5516;15845;Beil;58;13;53;497;0;141;0;-;FALSCH;FALSCH;3251;4;j;a;j;3;398;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;Pickung für Klemmschäftung?;-;0;0;0;0;0;-;0;3a;-
5517;15845;Beil;58;13;53;497;0;141;0;-;FALSCH;FALSCH;3251;5;j;a;j;3;86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3b;-
5518;15845;Beil;58;13;53;497;0;141;0;-;FALSCH;FALSCH;3251;6;j;a;-;0;179;103.0;21.5;46.5;37.5;43.0;46.0;19.0;21.0;18.0;1;2;e;b;e;1;1;a;o;0;-;-;-;-;Schneidenbeschädigung von der Ausgrabung;-;0;0;0;0;0;-;0;3c;-
5519;15845;Beil;58;13;53;497;0;141;0;-;FALSCH;FALSCH;3251;7;j;a;-;0;87;68.0;18.0;43.5;35.0;39.0;40.5;16.5;18.5;16.5;1;2;e;d;e;1;1;a;a;0;-;-;-;-;BSBN sekundär überpickt, Klemmschäftung;-;0;0;0;0;0;-;0;3E;-
5546;15845;Sägeschnitt;58;13;53;497;0;142;0;-;FALSCH;FALSCH;3255;6;j;d;j;6;191;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;d;1;1=9;1=3;-;-;passt zu Fknr 3249.2;-;0;0;0;0;0;-;0;-;-
5564;15846;Schleifstein;72;13;53;497;0;148;0;-;FALSCH;FALSCH;3256;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5565;15846;Schleifstein;72;13;53;497;0;148;0;-;FALSCH;FALSCH;3256;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5627;15846;Klopfstein;205;13;77;495;0;149;0;-;FALSCH;FALSCH;3262;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5702;15846;;216;13;77;496;0;149;0;-;FALSCH;FALSCH;3264;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5685;15846;Beil;205;13;77;494;0;149;0;-;FALSCH;FALSCH;3268;2;j;a;-;0;141;115.0;20.0;39.0;32.0;38.0;39.0;17.5;20.0;17.0;1;1;e;e;e;2;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3d;-
5644;15846;Klopfstein;205;13;77;492;0;149;0;-;FALSCH;FALSCH;3271;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5640;15846;Beil;205;13;77;495;0;149;0;-;FALSCH;FALSCH;3272;1;j;a;-;0;66;67.0;16.0;38.0;34.0;35.0;37.0;14.0;16.0;14.5;1;1;e;b;e;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3i;-
5774;15846;Netzsenker;209;12;77;491;0;149;0;-;FALSCH;FALSCH;3273;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5772;15846;Netzsenker;209;12;77;492;0;149;0;-;FALSCH;FALSCH;3274;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5768;15846;Netzsenker;209;12;77;496;0;149;0;-;FALSCH;FALSCH;3275;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5770;15846;Netzsenker;625;0.14;80;491;0;152;0;b;FALSCH;FALSCH;3278;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5902;15846;Beil;628;13;80;493;0;152;0;a;FALSCH;FALSCH;3286;6;j;a;-;0;38;54.0;14.0;38.0;30.0;32.5;35.5;14.0;15.5;14.0;1;1;e;b;e;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3h;-
5903;15846;Klopfstein;628;13;80;493;0;152;0;a;FALSCH;FALSCH;3286;7;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5339;15846;Rohstoff;406;13;58;494;0;127;0;c;FALSCH;FALSCH;3303;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5336;15846;Rohstoff;406;13;58;494;0;127;0;c;FALSCH;FALSCH;3303;7;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5329;15846;Rohling;406;13;58;494;0;127;0;a;FALSCH;FALSCH;3308;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5321;15846;Rohstoff;406;13;58;494;0;123;0;d;FALSCH;FALSCH;3318;2;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5383;15846;Schleifstein;406;13;58;494;0;127;0;d;FALSCH;FALSCH;3320;4;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5409;15846;Mahlstein;406;13;58;494;0;129;0;b;FALSCH;FALSCH;3321;1;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5674;15847;Beil;405;13;73;495;0;135;0;a;FALSCH;FALSCH;3351;5;j;a;-;0;14;50.0;7.0;20.5;18.0;20.0;20.0;7.0;7.5;7.0;2;1;e;b;e;1;1;c;c;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3k;-
5676;15847;Rohling;405;13;73;495;0;135;0;a;FALSCH;FALSCH;3351;7;j;c;-;0;37;55.0;13.5;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;c;0;-;-;-;-;Schneidenschliff vorbereitet, geschlagen und gepickt;-;0;0;0;0;0;-;0;-;-
5705;15847;Beil;405;13;73;495;0;135;0;b;FALSCH;FALSCH;3359;2;j;a;-;0;41;46.0;16.0;37.5;28.0;33.5;35.0;15.0;16.0;13.5;1;1;e;b;e;1;1;a;a;0;-;-;-;-;-;-;0;0;0;0;0;-;0;3m;-
5706;15847;Schleifstein;405;13;73;495;0;135;0;b;FALSCH;FALSCH;3359;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5764;15847;Schleifstein;405;13;73;495;0;136;0;b;FALSCH;FALSCH;3368;5;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5826;15847;Schleifstein;405;13;73;495;0;134;0;b;FALSCH;FALSCH;3373;3;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
5824;15847;Schleifstein;405;13;73;495;0;134;0;b;FALSCH;FALSCH;3373;5;-;-;-;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;-;-;-;0;0;-;-;0;-;-;-;-;-;-;0;0;0;0;0;-;0;-;-
